    V   J   Energy(K)   log(N/g)
    2    14   2.557053E+004   3.034706E+001 
    4     7   2.562381E+004   2.961198E+001 
    3    11   2.565988E+004   3.007623E+001 
    1    17   2.626369E+004   3.035323E+001 
    5     0   2.660677E+004   2.942500E+001 
    4     8   2.661704E+004   2.954547E+001 
    5     1   2.673596E+004   2.944397E+001 
    5     2   2.699289E+004   2.955061E+001 
    3    12   2.707418E+004   2.985567E+001 
    2    15   2.726625E+004   3.019410E+001 
    5     3   2.737523E+004   2.932396E+001 
    0    20   2.764451E+004   2.969320E+001 
    4     9   2.770677E+004   2.940549E+001 
    5     4   2.787879E+004   2.919345E+001 
    1    18   2.819486E+004   2.957861E+001 
    5     5   2.849899E+004   2.912041E+001 
    3    13   2.855661E+004   2.979846E+001 
    4    10   2.888376E+004   2.922850E+001 
    2    16   2.900940E+004   2.945126E+001 
    5     6   2.922954E+004   2.905922E+001 
    0    21   2.976661E+004   2.948415E+001 
    5     7   3.006431E+004   2.888596E+001 
    3    14   3.009785E+004   2.941722E+001 
    4    11   3.013990E+004   2.918667E+001 
    1    19   3.015462E+004   2.947860E+001 
    2    17   3.079235E+004   2.924881E+001 
    6     0   3.094320E+004   2.900782E+001 
    5     8   3.099552E+004   2.883717E+001 
    6     1   3.106412E+004   2.950651E+001 
    6     2   3.130464E+004   2.886917E+001 
    4    12   3.146651E+004   2.893692E+001 
    6     3   3.166233E+004   2.924548E+001 
    3    15   3.169026E+004   2.930504E+001 
    0    22   3.190031E+004   2.872561E+001 
    5     9   3.201575E+004   2.870262E+001 
    6     4   3.213322E+004   2.848874E+001 
    1    20   3.213454E+004   2.864222E+001 
    2    18   3.260639E+004   2.807081E+001 
    6     5   3.271272E+004   2.916842E+001 
    4    13   3.285516E+004   2.886252E+001 
    5    10   3.311646E+004   2.847148E+001 
    3    16   3.332489E+004   2.866062E+001 
    6     6   3.339496E+004   2.833384E+001 
    0    23   3.403759E+004   2.862213E+001 
    1    21   3.412953E+004   2.852130E+001 
    6     7   3.417362E+004   2.818267E+001 
    5    11   3.428978E+004   2.805388E+001 
    4    14   3.429681E+004   2.875911E+001 
    2    19   3.444505E+004   2.751756E+001 
    7     0   3.494622E+004   2.989081E+001 
    3    17   3.499413E+004   2.829495E+001 
    6     8   3.504117E+004   2.840922E+001 
    7     1   3.505878E+004   3.045089E+001 
    7     2   3.528236E+004   2.843775E+001 
    5    12   3.552731E+004   2.815657E+001 
    7     3   3.561473E+004   3.007875E+001 
    4    15   3.578419E+004   2.824198E+001 
    6     9   3.599047E+004   2.795038E+001 
    7     4   3.605189E+004   2.804839E+001 
    1    22   3.613139E+004   2.798549E+001 
    0    24   3.617459E+004   2.756338E+001 
    2    20   3.629979E+004   2.793034E+001 
    7     5   3.658964E+004   2.811377E+001 
    3    18   3.668984E+004   2.797671E+001 
    5    13   3.682003E+004   2.788018E+001 
    6    10   3.701302E+004   2.794827E+001 
    7     6   3.722192E+004   2.796513E+001 
    4    16   3.730808E+004   2.828409E+001 
    7     7   3.794263E+004   2.767565E+001 
    6    11   3.810113E+004   2.773625E+001 
    1    23   3.813447E+004   2.771476E+001 
    5    14   3.815979E+004   2.799708E+001 
    2    21   3.816475E+004   2.777284E+001 
    0    25   3.830484E+004   2.758051E+001 
    3    19   3.840503E+004   2.696400E+001 
    8     0   3.860553E+004   2.894170E+001 
    8     1   3.870915E+004   2.982136E+001 
    7     8   3.874438E+004   3.049455E+001 
    4    17   3.886111E+004   2.781094E+001 
    8     2   3.891514E+004   2.851692E+001 
    8     3   3.922109E+004   2.874783E+001 
