    V   J   Energy(K)   log(N/g)
    3    11   2.565988E+004   2.740573E+001 
    1    17   2.626369E+004   2.748614E+001 
    5     0   2.660677E+004   2.660260E+001 
    4     8   2.661704E+004   2.660379E+001 
    5     1   2.673596E+004   2.656463E+001 
    5     2   2.699289E+004   2.650239E+001 
    3    12   2.707418E+004   2.733215E+001 
    2    15   2.726625E+004   2.741711E+001 
    5     3   2.737523E+004   2.639602E+001 
    0    20   2.764451E+004   2.674684E+001 
    4     9   2.770677E+004   2.655085E+001 
    5     4   2.787879E+004   2.621160E+001 
    1    18   2.819486E+004   2.699096E+001 
    5     5   2.849899E+004   2.616759E+001 
    3    13   2.855661E+004   2.722339E+001 
    4    10   2.888376E+004   2.643034E+001 
    2    16   2.900940E+004   2.706511E+001 
    5     6   2.922954E+004   2.593602E+001 
    0    21   2.976661E+004   2.651691E+001 
    5     7   3.006431E+004   2.585688E+001 
    3    14   3.009785E+004   2.701694E+001 
    4    11   3.013990E+004   2.646094E+001 
    1    19   3.015462E+004   2.671589E+001 
    2    17   3.079235E+004   2.633260E+001 
    6     0   3.094320E+004   2.584073E+001 
    5     8   3.099552E+004   2.577156E+001 
    6     1   3.106412E+004   2.578792E+001 
    6     2   3.130464E+004   2.562115E+001 
    4    12   3.146651E+004   2.638082E+001 
    6     3   3.166233E+004   2.563791E+001 
    3    15   3.169026E+004   2.675743E+001 
    0    22   3.190031E+004   2.586309E+001 
    5     9   3.201575E+004   2.573490E+001 
    6     4   3.213322E+004   2.541226E+001 
    1    20   3.213454E+004   2.606296E+001 
    2    18   3.260639E+004   2.592316E+001 
    6     5   3.271272E+004   2.636845E+001 
    4    13   3.285516E+004   2.629633E+001 
    5    10   3.311646E+004   2.572136E+001 
    3    16   3.332489E+004   2.634288E+001 
    6     6   3.339496E+004   2.522548E+001 
    0    23   3.403759E+004   2.573222E+001 
    1    21   3.412953E+004   2.586649E+001 
    6     7   3.417362E+004   2.524028E+001 
    5    11   3.428978E+004   2.563729E+001 
    4    14   3.429681E+004   2.609729E+001 
    2    19   3.444505E+004   2.376216E+001 
    7     0   3.494622E+004   2.607472E+001 
    3    17   3.499413E+004   2.588761E+001 
    6     8   3.504117E+004   2.521989E+001 
    7     1   3.505878E+004   2.505984E+001 
    7     2   3.528236E+004   2.503599E+001 
    5    12   3.552731E+004   2.565609E+001 
    7     3   3.561473E+004   2.497711E+001 
    4    15   3.578419E+004   2.598331E+001 
    6     9   3.599047E+004   2.523765E+001 
    7     4   3.605189E+004   2.496831E+001 
    1    22   3.613139E+004   2.511046E+001 
    0    24   3.617459E+004   2.475962E+001 
    2    20   3.629979E+004   2.529980E+001 
    7     5   3.658964E+004   2.492323E+001 
    3    18   3.668984E+004   2.551547E+001 
    5    13   3.682003E+004   2.547358E+001 
    6    10   3.701302E+004   2.517282E+001 
    7     6   3.722192E+004   2.484752E+001 
    4    16   3.730808E+004   2.554227E+001 
    7     7   3.794263E+004   2.485671E+001 
    6    11   3.810113E+004   2.517989E+001 
    1    23   3.813447E+004   2.490953E+001 
    5    14   3.815979E+004   2.545488E+001 
    2    21   3.816475E+004   2.512300E+001 
    0    25   3.830484E+004   2.470206E+001 
    3    19   3.840503E+004   2.386224E+001 
    8     0   3.860553E+004   2.475512E+001 
    8     1   3.870915E+004   2.474438E+001 
    7     8   3.874438E+004   2.407697E+001 
    4    17   3.886111E+004   2.542810E+001 
    8     2   3.891514E+004   2.472271E+001 
    8     3   3.922109E+004   2.455580E+001 
