#     Vn (<jump)        Vi (<jump)        Vn (>jump)        Vi (>jump)  
    4.085926E+06      8.091480E+05      1.118261E+06      8.091480E+05
    4.080234E+06      8.079705E+05      1.117041E+06      8.079705E+05
    4.074549E+06      8.067997E+05      1.115823E+06      8.067997E+05
    4.068870E+06      8.056353E+05      1.114608E+06      8.056353E+05
    4.063197E+06      8.044775E+05      1.113395E+06      8.044775E+05
    4.057530E+06      8.033261E+05      1.112184E+06      8.033261E+05
    4.054006E+06      8.026125E+05      1.111432E+06      8.026125E+05
    4.050484E+06      8.019015E+05      1.110680E+06      8.019015E+05
    4.046964E+06      8.011929E+05      1.109930E+06      8.011929E+05
    4.043447E+06      8.004866E+05      1.109180E+06      8.004866E+05
    4.039932E+06      7.997829E+05      1.108432E+06      7.997829E+05
    4.036420E+06      7.990815E+05      1.107684E+06      7.990815E+05
    4.032910E+06      7.983824E+05      1.106937E+06      7.983824E+05
    4.029402E+06      7.976858E+05      1.106191E+06      7.976858E+05
    4.025896E+06      7.969915E+05      1.105447E+06      7.969915E+05
    4.022393E+06      7.962996E+05      1.104703E+06      7.962996E+05
    4.018893E+06      7.956100E+05      1.103960E+06      7.956100E+05
    4.015394E+06      7.949227E+05      1.103218E+06      7.949227E+05
    4.011898E+06      7.942377E+05      1.102476E+06      7.942377E+05
    4.008404E+06      7.935550E+05      1.101736E+06      7.935550E+05
    4.004913E+06      7.928745E+05      1.100997E+06      7.928745E+05
    4.001423E+06      7.921964E+05      1.100259E+06      7.921964E+05
    3.997936E+06      7.915205E+05      1.099522E+06      7.915205E+05
    3.994451E+06      7.908468E+05      1.098785E+06      7.908468E+05
    3.990969E+06      7.901753E+05      1.098050E+06      7.901753E+05
    3.987488E+06      7.895061E+05      1.097315E+06      7.895061E+05
    3.984010E+06      7.888391E+05      1.096582E+06      7.888391E+05
    3.980534E+06      7.881742E+05      1.095849E+06      7.881742E+05
    3.977060E+06      7.875115E+05      1.095118E+06      7.875115E+05
    3.973588E+06      7.868510E+05      1.094387E+06      7.868510E+05
    3.970119E+06      7.861926E+05      1.093658E+06      7.861926E+05
    3.966651E+06      7.855364E+05      1.092929E+06      7.855364E+05
    3.963186E+06      7.848822E+05      1.092201E+06      7.848822E+05
    3.959722E+06      7.842302E+05      1.091475E+06      7.842302E+05
    3.956261E+06      7.835803E+05      1.090749E+06      7.835803E+05
    3.952802E+06      7.829324E+05      1.090024E+06      7.829324E+05
    3.949345E+06      7.822867E+05      1.089300E+06      7.822867E+05
    3.945890E+06      7.816429E+05      1.088578E+06      7.816429E+05
    3.942436E+06      7.810013E+05      1.087856E+06      7.810013E+05
    3.938985E+06      7.803616E+05      1.087135E+06      7.803616E+05
    3.935536E+06      7.797240E+05      1.086415E+06      7.797240E+05
    3.932088E+06      7.790884E+05      1.085696E+06      7.790884E+05
    3.928643E+06      7.784547E+05      1.084979E+06      7.784547E+05
    3.925199E+06      7.778231E+05      1.084262E+06      7.778231E+05
    3.921758E+06      7.771934E+05      1.083546E+06      7.771934E+05
    3.918318E+06      7.765656E+05      1.082831E+06      7.765656E+05
    3.914879E+06      7.759398E+05      1.082117E+06      7.759398E+05
    3.911443E+06      7.753160E+05      1.081404E+06      7.753160E+05
    3.908008E+06      7.746940E+05      1.080692E+06      7.746940E+05
    3.904575E+06      7.740739E+05      1.079981E+06      7.740739E+05
    3.901144E+06      7.734558E+05      1.079271E+06      7.734558E+05
    3.897715E+06      7.728395E+05      1.078563E+06      7.728395E+05
    3.894287E+06      7.722251E+05      1.077855E+06      7.722251E+05
    3.888914E+06      7.712652E+05      1.076746E+06      7.712652E+05
    3.883545E+06      7.703098E+05      1.075641E+06      7.703098E+05
    3.878180E+06      7.693589E+05      1.074538E+06      7.693589E+05
    3.872818E+06      7.684124E+05      1.073437E+06      7.684124E+05
    3.864296E+06      7.669155E+05      1.071691E+06      7.669155E+05
    3.855782E+06      7.654295E+05      1.069951E+06      7.654295E+05
    3.847275E+06      7.639542E+05      1.068218E+06      7.639542E+05
    3.838776E+06      7.624893E+05      1.066491E+06      7.624893E+05
    3.830284E+06      7.610347E+05      1.064771E+06      7.610347E+05
    3.821799E+06      7.595902E+05      1.063057E+06      7.595902E+05
    3.813319E+06      7.581557E+05      1.061349E+06      7.581557E+05
    3.808285E+06      7.573083E+05      1.060338E+06      7.573083E+05
    3.803252E+06      7.564642E+05      1.059330E+06      7.564642E+05
    3.798221E+06      7.556236E+05      1.058323E+06      7.556236E+05
    3.793192E+06      7.547862E+05      1.057319E+06      7.547862E+05
    3.788164E+06      7.539522E+05      1.056318E+06      7.539522E+05
    3.784676E+06      7.533753E+05      1.055624E+06      7.533753E+05
    3.781188E+06      7.528000E+05      1.054931E+06      7.528000E+05
    3.777701E+06      7.522262E+05      1.054240E+06      7.522262E+05
    3.774214E+06      7.516540E+05      1.053549E+06      7.516540E+05
    3.770727E+06      7.510833E+05      1.052860E+06      7.510833E+05
    3.767241E+06      7.505140E+05      1.052172E+06      7.505140E+05
    3.763756E+06      7.499463E+05      1.051485E+06      7.499463E+05
    3.760270E+06      7.493800E+05      1.050799E+06      7.493800E+05
    3.756785E+06      7.488153E+05      1.050115E+06      7.488153E+05
    3.753300E+06      7.482519E+05      1.049431E+06      7.482519E+05
    3.749815E+06      7.476900E+05      1.048749E+06      7.476900E+05
    3.746330E+06      7.471296E+05      1.048068E+06      7.471296E+05
    3.742845E+06      7.465705E+05      1.047388E+06      7.465705E+05
    3.739360E+06      7.460129E+05      1.046709E+06      7.460129E+05
    3.735875E+06      7.454566E+05      1.046031E+06      7.454566E+05
    3.732390E+06      7.449018E+05      1.045355E+06      7.449018E+05
    3.728905E+06      7.443483E+05      1.044679E+06      7.443483E+05
    3.725419E+06      7.437961E+05      1.044005E+06      7.437961E+05
    3.721933E+06      7.432453E+05      1.043332E+06      7.432453E+05
    3.718447E+06      7.426959E+05      1.042660E+06      7.426959E+05
    3.714961E+06      7.421477E+05      1.041990E+06      7.421477E+05
    3.711474E+06      7.416009E+05      1.041320E+06      7.416009E+05
    3.707986E+06      7.410554E+05      1.040652E+06      7.410554E+05
    3.704498E+06      7.405112E+05      1.039985E+06      7.405112E+05
    3.701010E+06      7.399682E+05      1.039319E+06      7.399682E+05
    3.697521E+06      7.394265E+05      1.038655E+06      7.394265E+05
    3.694031E+06      7.388861E+05      1.037991E+06      7.388861E+05
    3.690540E+06      7.383469E+05      1.037329E+06      7.383469E+05
    3.687048E+06      7.378089E+05      1.036668E+06      7.378089E+05
    3.683556E+06      7.372721E+05      1.036009E+06      7.372721E+05
    3.680062E+06      7.367366E+05      1.035350E+06      7.367366E+05
    3.676568E+06      7.362022E+05      1.034693E+06      7.362022E+05
    3.673072E+06      7.356691E+05      1.034037E+06      7.356691E+05
    3.669576E+06      7.351371E+05      1.033382E+06      7.351371E+05
    3.666078E+06      7.346062E+05      1.032729E+06      7.346062E+05
    3.662579E+06      7.340765E+05      1.032077E+06      7.340765E+05
    3.659078E+06      7.335480E+05      1.031426E+06      7.335480E+05
    3.655576E+06      7.330206E+05      1.030776E+06      7.330206E+05
    3.652073E+06      7.324942E+05      1.030128E+06      7.324942E+05
    3.648568E+06      7.319690E+05      1.029481E+06      7.319690E+05
    3.645061E+06      7.314449E+05      1.028835E+06      7.314449E+05
    3.641553E+06      7.309219E+05      1.028191E+06      7.309219E+05
    3.638043E+06      7.303999E+05      1.027548E+06      7.303999E+05
    3.634532E+06      7.298790E+05      1.026906E+06      7.298790E+05
    3.631018E+06      7.293591E+05      1.026266E+06      7.293591E+05
    3.627503E+06      7.288403E+05      1.025627E+06      7.288403E+05
    3.623985E+06      7.283225E+05      1.024989E+06      7.283225E+05
    3.620465E+06      7.278056E+05      1.024353E+06      7.278056E+05
    3.616944E+06      7.272898E+05      1.023718E+06      7.272898E+05
    3.611523E+06      7.264985E+05      1.022744E+06      7.264985E+05
    3.606096E+06      7.257094E+05      1.021773E+06      7.257094E+05
    3.600664E+06      7.249226E+05      1.020806E+06      7.249226E+05
    3.595226E+06      7.241380E+05      1.019842E+06      7.241380E+05
    3.586129E+06      7.228325E+05      1.018240E+06      7.228325E+05
    3.577013E+06      7.215329E+05      1.016648E+06      7.215329E+05
    3.567875E+06      7.202389E+05      1.015065E+06      7.202389E+05
    3.558716E+06      7.189505E+05      1.013493E+06      7.189505E+05
    3.549532E+06      7.176673E+05      1.011932E+06      7.176673E+05
    3.540323E+06      7.163891E+05      1.010380E+06      7.163891E+05
    3.531087E+06      7.151159E+05      1.008840E+06      7.151159E+05
    3.521821E+06      7.138473E+05      1.007312E+06      7.138473E+05
    3.512525E+06      7.125833E+05      1.005795E+06      7.125833E+05
    3.503196E+06      7.113235E+05      1.004290E+06      7.113235E+05
    3.493831E+06      7.100677E+05      1.002797E+06      7.100677E+05
    3.484430E+06      7.088158E+05      1.001317E+06      7.088158E+05
    3.474990E+06      7.075676E+05      9.998508E+05      7.075676E+05
    3.465508E+06      7.063228E+05      9.983982E+05      7.063228E+05
    3.455982E+06      7.050811E+05      9.969598E+05      7.050811E+05
    3.446409E+06      7.038425E+05      9.955364E+05      7.038425E+05
    3.436788E+06      7.026065E+05      9.941286E+05      7.026065E+05
    3.427114E+06      7.013731E+05      9.927370E+05      7.013731E+05
    3.417384E+06      7.001419E+05      9.913624E+05      7.001419E+05
    3.407597E+06      6.989127E+05      9.900056E+05      6.989127E+05
    3.397747E+06      6.976852E+05      9.886674E+05      6.976852E+05
    3.387832E+06      6.964592E+05      9.873489E+05      6.964592E+05
    3.377847E+06      6.952343E+05      9.860511E+05      6.952343E+05
    3.367789E+06      6.940103E+05      9.847752E+05      6.940103E+05
    3.357652E+06      6.927868E+05      9.835223E+05      6.927868E+05
    3.347432E+06      6.915635E+05      9.822939E+05      6.915635E+05
    3.337125E+06      6.903401E+05      9.810914E+05      6.903401E+05
    3.326723E+06      6.891162E+05      9.799166E+05      6.891162E+05
    3.316222E+06      6.878914E+05      9.787711E+05      6.878914E+05
    3.305614E+06      6.866653E+05      9.776571E+05      6.866653E+05
    3.294893E+06      6.854374E+05      9.765767E+05      6.854374E+05
    3.284050E+06      6.842073E+05      9.755324E+05      6.842073E+05
    3.276437E+06      6.833507E+05      9.748292E+05      6.833507E+05
    3.268759E+06      6.824925E+05      9.741456E+05      6.824925E+05
    3.261011E+06      6.816327E+05      9.734829E+05      6.816327E+05
    3.253191E+06      6.807710E+05      9.728422E+05      6.807710E+05
    3.245296E+06      6.799072E+05      9.722246E+05      6.799072E+05
    3.237320E+06      6.790411E+05      9.716316E+05      6.790411E+05
    3.229260E+06      6.781724E+05      9.710647E+05      6.781724E+05
    3.221111E+06      6.773010E+05      9.705253E+05      6.773010E+05
    3.212868E+06      6.764265E+05      9.700153E+05      6.764265E+05
    3.204527E+06      6.755487E+05      9.695365E+05      6.755487E+05
    3.198696E+06      6.749393E+05      9.692246E+05      6.749393E+05
    3.192813E+06      6.743281E+05      9.689293E+05      6.743281E+05
    3.186876E+06      6.737149E+05      9.686514E+05      6.737149E+05
    3.180882E+06      6.730996E+05      9.683917E+05      6.730996E+05
    3.174830E+06      6.724822E+05      9.681511E+05      6.724822E+05
    3.168717E+06      6.718625E+05      9.679305E+05      6.718625E+05
    3.162541E+06      6.712404E+05      9.677309E+05      6.712404E+05
    3.156298E+06      6.706157E+05      9.675534E+05      6.706157E+05
    3.149987E+06      6.699883E+05      9.673990E+05      6.699883E+05
    3.143603E+06      6.693580E+05      9.672690E+05      6.693580E+05
    3.137144E+06      6.687247E+05      9.671646E+05      6.687247E+05
    3.130606E+06      6.680883E+05      9.670872E+05      6.680883E+05
    3.126114E+06      6.676537E+05      9.670508E+05      6.676537E+05
    3.123037E+06      6.673572E+05      9.670338E+05      6.673572E+05
    3.119941E+06      6.670600E+05      9.670232E+05      6.670600E+05
    3.116827E+06      6.667620E+05      9.670193E+05      6.667620E+05
    3.113693E+06      6.664632E+05      9.670221E+05      6.664632E+05
    3.110539E+06      6.661635E+05      9.670320E+05      6.661635E+05
    3.107365E+06      6.658631E+05      9.670490E+05      6.658631E+05
    3.104171E+06      6.655617E+05      9.670733E+05      6.655617E+05
    3.100955E+06      6.652596E+05      9.671052E+05      6.652596E+05
    3.097718E+06      6.649565E+05      9.671448E+05      6.649565E+05
    3.094459E+06      6.646525E+05      9.671923E+05      6.646525E+05
    3.091177E+06      6.643475E+05      9.672480E+05      6.643475E+05
    3.089096E+06      6.641547E+05      9.672874E+05      6.641547E+05
    3.087790E+06      6.640340E+05      9.673137E+05      6.640340E+05
    3.086481E+06      6.639131E+05      9.673414E+05      6.639131E+05
    3.085168E+06      6.637921E+05      9.673704E+05      6.637921E+05
    3.083851E+06      6.636710E+05      9.674008E+05      6.636710E+05
    3.082531E+06      6.635497E+05      9.674326E+05      6.635497E+05
    3.081207E+06      6.634282E+05      9.674658E+05      6.634282E+05
    3.079879E+06      6.633065E+05      9.675003E+05      6.633065E+05
    3.078547E+06      6.631847E+05      9.675363E+05      6.631847E+05
    3.077211E+06      6.630628E+05      9.675738E+05      6.630628E+05
    3.075871E+06      6.629406E+05      9.676126E+05      6.629406E+05
    3.074528E+06      6.628184E+05      9.676530E+05      6.628184E+05
    3.073180E+06      6.626959E+05      9.676949E+05      6.626959E+05
    3.071828E+06      6.625733E+05      9.677382E+05      6.625733E+05
    3.070473E+06      6.624505E+05      9.677831E+05      6.624505E+05
    3.069113E+06      6.623275E+05      9.678295E+05      6.623275E+05
    3.067749E+06      6.622043E+05      9.678774E+05      6.622043E+05
    3.066381E+06      6.620810E+05      9.679270E+05      6.620810E+05
    3.065008E+06      6.619575E+05      9.679781E+05      6.619575E+05
    3.063631E+06      6.618338E+05      9.680308E+05      6.618338E+05
    3.062250E+06      6.617099E+05      9.680851E+05      6.617099E+05
    3.060865E+06      6.615859E+05      9.681411E+05      6.615859E+05
    3.059475E+06      6.614616E+05      9.681987E+05      6.614616E+05
    3.058081E+06      6.613372E+05      9.682580E+05      6.613372E+05
    3.056682E+06      6.612126E+05      9.683190E+05      6.612126E+05
    3.055279E+06      6.610878E+05      9.683818E+05      6.610878E+05
    3.053872E+06      6.609628E+05      9.684462E+05      6.609628E+05
    3.052459E+06      6.608377E+05      9.685124E+05      6.608377E+05
    3.051042E+06      6.607123E+05      9.685804E+05      6.607123E+05
    3.049621E+06      6.605867E+05      9.686502E+05      6.605867E+05
    3.048194E+06      6.604609E+05      9.687218E+05      6.604609E+05
    3.046763E+06      6.603350E+05      9.687952E+05      6.603350E+05
    3.045327E+06      6.602088E+05      9.688705E+05      6.602088E+05
    3.043886E+06      6.600824E+05      9.689476E+05      6.600824E+05
    3.042441E+06      6.599558E+05      9.690267E+05      6.599558E+05
    3.040990E+06      6.598290E+05      9.691076E+05      6.598290E+05
    3.039534E+06      6.597020E+05      9.691905E+05      6.597020E+05
    3.038074E+06      6.595748E+05      9.692754E+05      6.595748E+05
    3.036608E+06      6.594474E+05      9.693623E+05      6.594474E+05
    3.035137E+06      6.593197E+05      9.694511E+05      6.593197E+05
    3.033661E+06      6.591919E+05      9.695420E+05      6.591919E+05
    3.032179E+06      6.590638E+05      9.696350E+05      6.590638E+05
    3.030693E+06      6.589355E+05      9.697300E+05      6.589355E+05
    3.029201E+06      6.588070E+05      9.698272E+05      6.588070E+05
    3.027703E+06      6.586782E+05      9.699264E+05      6.586782E+05
    3.026200E+06      6.585493E+05      9.700278E+05      6.585493E+05
    3.024692E+06      6.584201E+05      9.701314E+05      6.584201E+05
    3.023178E+06      6.582906E+05      9.702372E+05      6.582906E+05
    3.021659E+06      6.581609E+05      9.703453E+05      6.581609E+05
    3.020133E+06      6.580310E+05      9.704556E+05      6.580310E+05
    3.018602E+06      6.579009E+05      9.705681E+05      6.579009E+05
    3.017066E+06      6.577705E+05      9.706830E+05      6.577705E+05
    3.015523E+06      6.576399E+05      9.708002E+05      6.576399E+05
    3.013975E+06      6.575090E+05      9.709198E+05      6.575090E+05
    3.012420E+06      6.573779E+05      9.710418E+05      6.573779E+05
    3.010860E+06      6.572465E+05      9.711662E+05      6.572465E+05
    3.009294E+06      6.571149E+05      9.712930E+05      6.571149E+05
    3.007721E+06      6.569830E+05      9.714223E+05      6.569830E+05
    3.006142E+06      6.568509E+05      9.715542E+05      6.568509E+05
    3.004557E+06      6.567185E+05      9.716885E+05      6.567185E+05
    3.002966E+06      6.565858E+05      9.718255E+05      6.565858E+05
    3.001368E+06      6.564529E+05      9.719650E+05      6.564529E+05
    2.999764E+06      6.563197E+05      9.721072E+05      6.563197E+05
    2.998154E+06      6.561863E+05      9.722520E+05      6.561863E+05
    2.996536E+06      6.560526E+05      9.723995E+05      6.560526E+05
    2.994912E+06      6.559185E+05      9.725499E+05      6.559185E+05
    2.993893E+06      6.558346E+05      9.726453E+05      6.558346E+05
    2.992872E+06      6.557506E+05      9.727420E+05      6.557506E+05
    2.991847E+06      6.556664E+05      9.728399E+05      6.556664E+05
    2.990818E+06      6.555820E+05      9.729390E+05      6.555820E+05
    2.989787E+06      6.554975E+05      9.730394E+05      6.554975E+05
    2.988752E+06      6.554129E+05      9.731410E+05      6.554129E+05
    2.987715E+06      6.553281E+05      9.732439E+05      6.553281E+05
    2.986674E+06      6.552432E+05      9.733480E+05      6.552432E+05
    2.985629E+06      6.551581E+05      9.734534E+05      6.551581E+05
    2.984582E+06      6.550729E+05      9.735600E+05      6.550729E+05
    2.983531E+06      6.549876E+05      9.736680E+05      6.549876E+05
    2.982477E+06      6.549021E+05      9.737773E+05      6.549021E+05
    2.981419E+06      6.548164E+05      9.738878E+05      6.548164E+05
    2.980358E+06      6.547306E+05      9.739997E+05      6.547306E+05
    2.979294E+06      6.546446E+05      9.741130E+05      6.546446E+05
    2.978567E+06      6.545859E+05      9.741909E+05      6.545859E+05
    2.977838E+06      6.545272E+05      9.742695E+05      6.545272E+05
    2.977107E+06      6.544684E+05      9.743487E+05      6.544684E+05
    2.976375E+06      6.544095E+05      9.744285E+05      6.544095E+05
    2.975642E+06      6.543505E+05      9.745089E+05      6.543505E+05
    2.974906E+06      6.542915E+05      9.745900E+05      6.542915E+05
    2.974169E+06      6.542324E+05      9.746718E+05      6.542324E+05
    2.973431E+06      6.541732E+05      9.747542E+05      6.541732E+05
    2.972691E+06      6.541139E+05      9.748372E+05      6.541139E+05
    2.971949E+06      6.540546E+05      9.749209E+05      6.540546E+05
    2.971205E+06      6.539952E+05      9.750053E+05      6.539952E+05
    2.970460E+06      6.539357E+05      9.750903E+05      6.539357E+05
    2.969713E+06      6.538762E+05      9.751760E+05      6.538762E+05
    2.968964E+06      6.538166E+05      9.752624E+05      6.538166E+05
    2.968214E+06      6.537569E+05      9.753494E+05      6.537569E+05
    2.967462E+06      6.536971E+05      9.754371E+05      6.536971E+05
    2.966709E+06      6.536372E+05      9.755255E+05      6.536372E+05
    2.965953E+06      6.535773E+05      9.756146E+05      6.535773E+05
    2.965196E+06      6.535173E+05      9.757043E+05      6.535173E+05
    2.964437E+06      6.534572E+05      9.757948E+05      6.534572E+05
    2.963912E+06      6.534156E+05      9.758577E+05      6.534156E+05
    2.963385E+06      6.533740E+05      9.759209E+05      6.533740E+05
    2.962858E+06      6.533324E+05      9.759845E+05      6.533324E+05
    2.962330E+06      6.532907E+05      9.760484E+05      6.532907E+05
    2.961802E+06      6.532490E+05      9.761126E+05      6.532490E+05
    2.961272E+06      6.532072E+05      9.761772E+05      6.532072E+05
    2.960741E+06      6.531654E+05      9.762422E+05      6.531654E+05
    2.960210E+06      6.531236E+05      9.763074E+05      6.531236E+05
    2.959678E+06      6.530817E+05      9.763730E+05      6.530817E+05
    2.959145E+06      6.530398E+05      9.764390E+05      6.530398E+05
    2.958611E+06      6.529979E+05      9.765053E+05      6.529979E+05
    2.958076E+06      6.529559E+05      9.765719E+05      6.529559E+05
    2.957541E+06      6.529139E+05      9.766389E+05      6.529139E+05
    2.957004E+06      6.528718E+05      9.767063E+05      6.528718E+05
    2.956467E+06      6.528297E+05      9.767740E+05      6.528297E+05
    2.955928E+06      6.527876E+05      9.768420E+05      6.527876E+05
    2.955389E+06      6.527454E+05      9.769104E+05      6.527454E+05
    2.954849E+06      6.527032E+05      9.769792E+05      6.527032E+05
    2.954308E+06      6.526609E+05      9.770483E+05      6.526609E+05
    2.953767E+06      6.526186E+05      9.771177E+05      6.526186E+05
    2.953224E+06      6.525763E+05      9.771875E+05      6.525763E+05
    2.952680E+06      6.525339E+05      9.772577E+05      6.525339E+05
    2.952136E+06      6.524915E+05      9.773283E+05      6.524915E+05
    2.951096E+06      6.524106E+05      9.774637E+05      6.524106E+05
    2.950052E+06      6.523295E+05      9.776005E+05      6.523295E+05
    2.949005E+06      6.522483E+05      9.777386E+05      6.522483E+05
    2.947955E+06      6.521669E+05      9.778781E+05      6.521669E+05
    2.946367E+06      6.520440E+05      9.780908E+05      6.520440E+05
    2.944770E+06      6.519207E+05      9.783066E+05      6.519207E+05
    2.943166E+06      6.517972E+05      9.785256E+05      6.517972E+05
    2.941555E+06      6.516733E+05      9.787477E+05      6.516733E+05
    2.938665E+06      6.514517E+05      9.791513E+05      6.514517E+05
    2.935749E+06      6.512290E+05      9.795653E+05      6.512290E+05
    2.932808E+06      6.510053E+05      9.799900E+05      6.510053E+05
    2.929840E+06      6.507803E+05      9.804255E+05      6.507803E+05
    2.926845E+06      6.505542E+05      9.808720E+05      6.505542E+05
    2.921808E+06      6.501759E+05      9.816392E+05      6.501759E+05
    2.916694E+06      6.497942E+05      9.824386E+05      6.497942E+05
    2.911500E+06      6.494092E+05      9.832713E+05      6.494092E+05
    2.906224E+06      6.490206E+05      9.841384E+05      6.490206E+05
    2.900864E+06      6.486285E+05      9.850412E+05      6.486285E+05
    2.895418E+06      6.482327E+05      9.859809E+05      6.482327E+05
    2.889882E+06      6.478331E+05      9.869587E+05      6.478331E+05
    2.884254E+06      6.474298E+05      9.879759E+05      6.474298E+05
    2.880440E+06      6.471579E+05      9.886786E+05      6.471579E+05
    2.876582E+06      6.468843E+05      9.893999E+05      6.468843E+05
    2.873885E+06      6.466938E+05      9.899105E+05      6.466938E+05
    2.871167E+06      6.465023E+05      9.904305E+05      6.465023E+05
    2.868427E+06      6.463101E+05      9.909598E+05      6.463101E+05
    2.865666E+06      6.461169E+05      9.914988E+05      6.461169E+05
    2.862882E+06      6.459228E+05      9.920474E+05      6.459228E+05
    2.860076E+06      6.457278E+05      9.926060E+05      6.457278E+05
    2.857247E+06      6.455318E+05      9.931745E+05      6.455318E+05
    2.854395E+06      6.453350E+05      9.937533E+05      6.453350E+05
    2.851520E+06      6.451372E+05      9.943424E+05      6.451372E+05
    2.848621E+06      6.449384E+05      9.949420E+05      6.449384E+05
    2.846597E+06      6.448001E+05      9.953641E+05      6.448001E+05
    2.844561E+06      6.446612E+05      9.957913E+05      6.446612E+05
    2.842514E+06      6.445219E+05      9.962238E+05      6.445219E+05
    2.840454E+06      6.443821E+05      9.966616E+05      6.443821E+05
    2.838383E+06      6.442418E+05      9.971048E+05      6.442418E+05
    2.836300E+06      6.441011E+05      9.975533E+05      6.441011E+05
    2.834205E+06      6.439599E+05      9.980073E+05      6.439599E+05
    2.832097E+06      6.438182E+05      9.984669E+05      6.438182E+05
    2.829977E+06      6.436760E+05      9.989320E+05      6.436760E+05
    2.827845E+06      6.435333E+05      9.994028E+05      6.435333E+05
    2.825700E+06      6.433901E+05      9.998792E+05      6.433901E+05
    2.823542E+06      6.432464E+05      1.000361E+06      6.432464E+05
    2.821371E+06      6.431022E+05      1.000850E+06      6.431022E+05
    2.819188E+06      6.429576E+05      1.001343E+06      6.429576E+05
    2.816992E+06      6.428124E+05      1.001843E+06      6.428124E+05
    2.815463E+06      6.427115E+05      1.002193E+06      6.427115E+05
    2.813928E+06      6.426104E+05      1.002546E+06      6.426104E+05
    2.812386E+06      6.425091E+05      1.002901E+06      6.425091E+05
    2.810838E+06      6.424075E+05      1.003260E+06      6.424075E+05
    2.809825E+06      6.423411E+05      1.003495E+06      6.423411E+05
    2.809166E+06      6.422979E+05      1.003649E+06      6.422979E+05
    2.808505E+06      6.422547E+05      1.003803E+06      6.422547E+05
    2.807843E+06      6.422114E+05      1.003957E+06      6.422114E+05
    2.807180E+06      6.421681E+05      1.004113E+06      6.421681E+05
    2.806516E+06      6.421247E+05      1.004268E+06      6.421247E+05
    2.805850E+06      6.420813E+05      1.004425E+06      6.420813E+05
    2.805183E+06      6.420378E+05      1.004582E+06      6.420378E+05
    2.804516E+06      6.419943E+05      1.004739E+06      6.419943E+05
    2.803847E+06      6.419508E+05      1.004897E+06      6.419508E+05
    2.803177E+06      6.419072E+05      1.005055E+06      6.419072E+05
    2.802505E+06      6.418635E+05      1.005214E+06      6.418635E+05
    2.801833E+06      6.418199E+05      1.005374E+06      6.418199E+05
    2.801159E+06      6.417761E+05      1.005534E+06      6.417761E+05
    2.800484E+06      6.417323E+05      1.005695E+06      6.417323E+05
    2.799808E+06      6.416885E+05      1.005856E+06      6.416885E+05
    2.799130E+06      6.416447E+05      1.006018E+06      6.416447E+05
    2.798452E+06      6.416007E+05      1.006180E+06      6.416007E+05
