          distance              timeN                 Tn           C+(158m)        C+(2324.7A)        C+(2323.5A)        C+(2328.1A)        C+(2326.9A)        C+(2325.4A)         Si+(34.8m)         H(1215.7A)         H(1025.7A)          C(609.8m)          C(370.4m)           C(9850A)           C(9824A)         Si(129.7m)          Si(68.5m)           O(63.2m)          O(145.3m)           O(6300A)           O(6363A)          S+(6731A)          S+(6716A)         N+(205.3m)         N+(121.8m)          N+(6527A)          N+(6548A)          N+(6583A)           N(5200A)           N(5197A)           S(25.2m) 
  1.434905977E-036   9.094087042E-051   4.510000000E+001   3.013889421E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   5.355578173E-062   0.000000000E+000   0.000000000E+000   6.201346905E-060   1.933185760E-059   8.232579008E-072   2.777429583E-072   6.739634168E-061   2.389868764E-062   5.827173415E-060   1.443123069E-061   0.000000000E+000   0.000000000E+000   3.211593485E-264   1.746063341E-264   2.251679275E-067   1.704410984E-068   7.390940725E-085   1.390862621E-081   4.095362268E-081   0.000000000E+000   0.000000000E+000   1.705208983E-065 
  2.072173329E-036   1.313293340E-050   4.510000000E+001   4.352462037E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.734175822E-062   0.000000000E+000   0.000000000E+000   8.955579724E-060   2.791780473E-059   1.188895231E-071   4.010982200E-072   9.732938992E-061   3.451292207E-062   8.415222835E-060   2.084063977E-061   0.000000000E+000   0.000000000E+000   4.637973320E-264   2.521550510E-264   3.251727983E-067   2.461398900E-068   1.067351334E-084   2.008592855E-081   5.914254411E-081   0.000000000E+000   0.000000000E+000   2.462551318E-065 
  2.709440682E-036   1.717177975E-050   4.510000000E+001   5.691034654E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.011277347E-061   0.000000000E+000   0.000000000E+000   1.170981254E-059   3.650375185E-059   1.554532562E-071   5.244534818E-072   1.272624382E-060   4.512715650E-062   1.100327225E-059   2.725004885E-061   0.000000000E+000   0.000000000E+000   6.064353155E-264   3.297037679E-264   4.251776690E-067   3.218386816E-068   1.395608595E-084   2.626323089E-081   7.733146554E-081   0.000000000E+000   0.000000000E+000   3.219893653E-065 
  3.346708034E-036   2.121062610E-050   4.510000000E+001   7.029607271E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.249137112E-061   0.000000000E+000   0.000000000E+000   1.446404536E-059   4.508969898E-059   1.920169893E-071   6.478087435E-072   1.571954864E-060   5.574139093E-062   1.359132167E-059   3.365945793E-061   0.000000000E+000   0.000000000E+000   7.490732990E-264   4.072524848E-264   5.251825397E-067   3.975374732E-068   1.723865856E-084   3.244053323E-081   9.552038696E-081   0.000000000E+000   0.000000000E+000   3.977235988E-065 
  3.983975387E-036   2.524947245E-050   4.510000000E+001   8.368179887E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.486996877E-061   0.000000000E+000   0.000000000E+000   1.721827818E-059   5.367564611E-059   2.285807223E-071   7.711640053E-072   1.871285346E-060   6.635562536E-062   1.617937109E-059   4.006886701E-061   0.000000000E+000   0.000000000E+000   8.917112825E-264   4.848012018E-264   6.251874105E-067   4.732362648E-068   2.052123117E-084   3.861783557E-081   1.137093084E-080   0.000000000E+000   0.000000000E+000   4.734578323E-065 
  4.621242739E-036   2.928831881E-050   4.510000000E+001   9.706752504E-059   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.724856642E-061   0.000000000E+000   0.000000000E+000   1.997251100E-059   6.226159324E-059   2.651444554E-071   8.945192671E-072   2.170615829E-060   7.696985978E-062   1.876742051E-059   4.647827609E-061   0.000000000E+000   0.000000000E+000   1.034349266E-263   5.623499187E-264   7.251922812E-067   5.489350563E-068   2.380380378E-084   4.479513791E-081   1.318982298E-080   0.000000000E+000   0.000000000E+000   5.491920657E-065 
  5.807946160E-036   3.680935808E-050   4.510000000E+001   1.219940915E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.167793183E-061   0.000000000E+000   0.000000000E+000   2.510137488E-059   7.825013053E-059   3.332325301E-071   1.124228369E-071   2.728021612E-060   9.673542327E-062   2.358682180E-059   5.841371835E-061   0.000000000E+000   0.000000000E+000   1.299966173E-263   7.067592114E-264   9.114188654E-067   6.898994642E-068   2.991652889E-084   5.629835677E-081   1.657691871E-080   0.000000000E+000   0.000000000E+000   6.902224726E-065 
  6.994649581E-036   4.433039735E-050   4.510000000E+001   1.469206580E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   2.610729723E-061   0.000000000E+000   0.000000000E+000   3.023023877E-059   9.423866782E-059   4.013206048E-071   1.353937471E-071   3.285427395E-060   1.165009867E-061   2.840622309E-059   7.034916060E-061   0.000000000E+000   0.000000000E+000   1.565583080E-263   8.511685042E-264   1.097645450E-066   8.308638720E-068   3.602925400E-084   6.780157562E-081   1.996401444E-080   0.000000000E+000   0.000000000E+000   8.312528794E-065 
  8.181353002E-036   5.185143663E-050   4.510000000E+001   1.718472245E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   3.053666264E-061   0.000000000E+000   0.000000000E+000   3.535910265E-059   1.102272051E-058   4.694086795E-071   1.583646573E-071   3.842833178E-060   1.362665502E-061   3.322562438E-059   8.228460285E-061   0.000000000E+000   0.000000000E+000   1.831199987E-263   9.955777970E-264   1.283872034E-066   9.718282798E-068   4.214197912E-084   7.930479447E-081   2.335111017E-080   0.000000000E+000   0.000000000E+000   9.722832862E-065 
  9.368056423E-036   5.937247590E-050   4.510000000E+001   1.967737910E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   3.496602805E-061   0.000000000E+000   0.000000000E+000   4.048796653E-059   1.262157424E-058   5.374967543E-071   1.813355674E-071   4.400238961E-060   1.560321137E-061   3.804502567E-059   9.422004510E-061   0.000000000E+000   0.000000000E+000   2.096816894E-263   1.139987090E-263   1.470098618E-066   1.112792688E-067   4.825470423E-084   9.080801332E-081   2.673820590E-080   0.000000000E+000   0.000000000E+000   1.113313693E-064 
  1.055475984E-035   6.689351517E-050   4.510000000E+001   2.217003575E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   3.939539346E-061   0.000000000E+000   0.000000000E+000   4.561683042E-059   1.422042797E-058   6.055848290E-071   2.043064776E-071   4.957644744E-060   1.757976772E-061   4.286442696E-059   1.061554874E-060   0.000000000E+000   0.000000000E+000   2.362433800E-263   1.284396383E-263   1.656325202E-066   1.253757095E-067   5.436742934E-084   1.023112322E-080   3.012530164E-080   0.000000000E+000   0.000000000E+000   1.254344100E-064 
  1.174146327E-035   7.441455444E-050   4.510000000E+001   2.466269240E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.382475887E-061   0.000000000E+000   0.000000000E+000   5.074569430E-059   1.581928170E-058   6.736729037E-071   2.272773878E-071   5.515050527E-060   1.955632407E-061   4.768382825E-059   1.180909296E-060   0.000000000E+000   0.000000000E+000   2.628050707E-263   1.428805675E-263   1.842551786E-066   1.394721503E-067   6.048015445E-084   1.138144510E-080   3.351239737E-080   0.000000000E+000   0.000000000E+000   1.395374507E-064 
  1.256178103E-035   7.961353002E-050   4.510000000E+001   2.638576026E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.688659138E-061   0.000000000E+000   0.000000000E+000   5.429106046E-059   1.692450149E-058   7.207393030E-071   2.431562041E-071   5.900361512E-060   2.092263367E-061   5.101527603E-059   1.263413948E-060   0.000000000E+000   0.000000000E+000   2.811660414E-263   1.528629697E-263   1.971282328E-066   1.492164222E-067   6.470562216E-084   1.217661385E-080   3.585375304E-080   0.000000000E+000   0.000000000E+000   1.492862848E-064 
  1.338209879E-035   8.481250560E-050   4.510000000E+001   2.810882812E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   4.994842390E-061   0.000000000E+000   0.000000000E+000   5.783642661E-059   1.802972129E-058   7.678057023E-071   2.590350204E-071   6.285672497E-060   2.228894327E-061   5.434672382E-059   1.345918600E-060   0.000000000E+000   0.000000000E+000   2.995270120E-263   1.628453718E-263   2.100012870E-066   1.589606940E-067   6.893108987E-084   1.297178260E-080   3.819510872E-080   0.000000000E+000   0.000000000E+000   1.590351189E-064 
  1.420241655E-035   9.001148118E-050   4.510000000E+001   2.983189598E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   5.301025641E-061   0.000000000E+000   0.000000000E+000   6.138179276E-059   1.913494109E-058   8.148721016E-071   2.749138367E-071   6.670983483E-060   2.365525288E-061   5.767817160E-059   1.428423252E-060   0.000000000E+000   0.000000000E+000   3.178879826E-263   1.728277740E-263   2.228743413E-066   1.687049659E-067   7.315655757E-084   1.376695135E-080   4.053646439E-080   0.000000000E+000   0.000000000E+000   1.687839530E-064 
  1.502273431E-035   9.521045676E-050   4.510000000E+001   3.155496384E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   5.607208893E-061   0.000000000E+000   0.000000000E+000   6.492715892E-059   2.024016088E-058   8.619385009E-071   2.907926530E-071   7.056294468E-060   2.502156248E-061   6.100961938E-059   1.510927904E-060   0.000000000E+000   0.000000000E+000   3.362489533E-263   1.828101761E-263   2.357473955E-066   1.784492378E-067   7.738202528E-084   1.456212010E-080   4.287782007E-080   0.000000000E+000   0.000000000E+000   1.785327870E-064 
  1.584305208E-035   1.004094323E-049   4.510000000E+001   3.327803170E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   5.913392144E-061   0.000000000E+000   0.000000000E+000   6.847252507E-059   2.134538068E-058   9.090049003E-071   3.066714693E-071   7.441605453E-060   2.638787208E-061   6.434106716E-059   1.593432556E-060   0.000000000E+000   0.000000000E+000   3.546099239E-263   1.927925783E-263   2.486204497E-066   1.881935096E-067   8.160749299E-084   1.535728885E-080   4.521917574E-080   0.000000000E+000   0.000000000E+000   1.882816211E-064 
  1.666336984E-035   1.056084079E-049   4.510000000E+001   3.500109956E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.219575396E-061   0.000000000E+000   0.000000000E+000   7.201789122E-059   2.245060048E-058   9.560712996E-071   3.225502856E-071   7.826916439E-060   2.775418168E-061   6.767251495E-059   1.675937208E-060   0.000000000E+000   0.000000000E+000   3.729708945E-263   2.027749805E-263   2.614935039E-066   1.979377815E-067   8.583296069E-084   1.615245760E-080   4.756053142E-080   0.000000000E+000   0.000000000E+000   1.980304552E-064 
  1.721563578E-035   1.091085359E-049   4.510000000E+001   3.616112770E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.425708419E-061   0.000000000E+000   0.000000000E+000   7.440475282E-059   2.319467220E-058   9.877580073E-071   3.332404472E-071   8.086320956E-060   2.867402798E-061   6.991535939E-059   1.731482158E-060   0.000000000E+000   0.000000000E+000   3.853321271E-263   2.094954746E-263   2.701600837E-066   2.044979582E-067   8.867768989E-084   1.668779236E-080   4.913681204E-080   0.000000000E+000   0.000000000E+000   2.045937034E-064 
  1.776790172E-035   1.126086638E-049   4.510000000E+001   3.732115585E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.631841443E-061   0.000000000E+000   0.000000000E+000   7.679161443E-059   2.393874392E-058   1.019444715E-070   3.439306087E-071   8.345725473E-060   2.959387428E-061   7.215820384E-059   1.787027108E-060   0.000000000E+000   0.000000000E+000   3.976933598E-263   2.162159687E-263   2.788266636E-066   2.110581348E-067   9.152241909E-084   1.722312712E-080   5.071309265E-080   0.000000000E+000   0.000000000E+000   2.111569515E-064 
  1.832016765E-035   1.161087918E-049   4.510000000E+001   3.848118399E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   6.837974467E-061   0.000000000E+000   0.000000000E+000   7.917847603E-059   2.468281564E-058   1.051131423E-070   3.546207703E-071   8.605129990E-060   3.051372057E-061   7.440104829E-059   1.842572058E-060   0.000000000E+000   0.000000000E+000   4.100545924E-263   2.229364628E-263   2.874932434E-066   2.176183115E-067   9.436714829E-084   1.775846189E-080   5.228937327E-080   0.000000000E+000   0.000000000E+000   2.177201996E-064 
  1.887243359E-035   1.196089197E-049   4.510000000E+001   3.964121213E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.044107491E-061   0.000000000E+000   0.000000000E+000   8.156533763E-059   2.542688736E-058   1.082818131E-070   3.653109318E-071   8.864534508E-060   3.143356687E-061   7.664389273E-059   1.898117008E-060   0.000000000E+000   0.000000000E+000   4.224158250E-263   2.296569569E-263   2.961598232E-066   2.241784882E-067   9.721187749E-084   1.829379665E-080   5.386565389E-080   0.000000000E+000   0.000000000E+000   2.242834477E-064 
  1.942469953E-035   1.231090477E-049   4.510000000E+001   4.080124027E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.250240515E-061   0.000000000E+000   0.000000000E+000   8.395219923E-059   2.617095908E-058   1.114504838E-070   3.760010934E-071   9.123939025E-060   3.235341317E-061   7.888673718E-059   1.953661958E-060   0.000000000E+000   0.000000000E+000   4.347770576E-263   2.363774511E-263   3.048264030E-066   2.307386649E-067   1.000566067E-083   1.882913141E-080   5.544193451E-080   0.000000000E+000   0.000000000E+000   2.308466959E-064 
  1.997696547E-035   1.266091756E-049   4.510000000E+001   4.196126841E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.456373539E-061   0.000000000E+000   0.000000000E+000   8.633906083E-059   2.691503080E-058   1.146191546E-070   3.866912549E-071   9.383343542E-060   3.327325946E-061   8.112958163E-059   2.009206908E-060   0.000000000E+000   0.000000000E+000   4.471382903E-263   2.430979452E-263   3.134929829E-066   2.372988415E-067   1.029013359E-083   1.936446618E-080   5.701821513E-080   0.000000000E+000   0.000000000E+000   2.374099440E-064 
  2.035516684E-035   1.290061244E-049   4.510000000E+001   4.275567597E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.597537038E-061   0.000000000E+000   0.000000000E+000   8.797362539E-059   2.742458412E-058   1.167891158E-070   3.940120644E-071   9.560988291E-060   3.390318629E-061   8.266552072E-059   2.047245061E-060   0.000000000E+000   0.000000000E+000   4.556034785E-263   2.477002571E-263   3.194280083E-066   2.417913652E-067   1.048494562E-083   1.973107279E-080   5.809767966E-080   0.000000000E+000   0.000000000E+000   2.419045711E-064 
  2.073336821E-035   1.314030733E-049   4.510000000E+001   4.355008353E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.738700537E-061   0.000000000E+000   0.000000000E+000   8.960818995E-059   2.793413744E-058   1.189590769E-070   4.013328740E-071   9.738633041E-060   3.453311312E-061   8.420145981E-059   2.085283214E-060   0.000000000E+000   0.000000000E+000   4.640686667E-263   2.523025689E-263   3.253630337E-066   2.462838889E-067   1.067975765E-083   2.009767939E-080   5.917714419E-080   0.000000000E+000   0.000000000E+000   2.463991981E-064 
  2.111156959E-035   1.338000221E-049   4.510000000E+001   4.434449108E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   7.879864036E-061   0.000000000E+000   0.000000000E+000   9.124275451E-059   2.844369077E-058   1.211290381E-070   4.086536836E-071   9.916277790E-060   3.516303995E-061   8.573739891E-059   2.123321367E-060   0.000000000E+000   0.000000000E+000   4.725338550E-263   2.569048808E-263   3.312980591E-066   2.507764126E-067   1.087456968E-083   2.046428600E-080   6.025660872E-080   0.000000000E+000   0.000000000E+000   2.508938252E-064 
  2.148977096E-035   1.361969709E-049   4.510000000E+001   4.513889864E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.021027535E-061   0.000000000E+000   0.000000000E+000   9.287731907E-059   2.895324409E-058   1.232989992E-070   4.159744931E-071   1.009392254E-059   3.579296678E-061   8.727333800E-059   2.161359520E-060   0.000000000E+000   0.000000000E+000   4.809990432E-263   2.615071927E-263   3.372330845E-066   2.552689363E-067   1.106938171E-083   2.083089261E-080   6.133607325E-080   0.000000000E+000   0.000000000E+000   2.553884523E-064 
  2.186797233E-035   1.385939197E-049   4.510000000E+001   4.593330619E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.162191034E-061   0.000000000E+000   0.000000000E+000   9.451188363E-059   2.946279742E-058   1.254689604E-070   4.232953027E-071   1.027156729E-059   3.642289361E-061   8.880927710E-059   2.199397673E-060   0.000000000E+000   0.000000000E+000   4.894642315E-263   2.661095046E-263   3.431681099E-066   2.597614600E-067   1.126419374E-083   2.119749921E-080   6.241553778E-080   0.000000000E+000   0.000000000E+000   2.598830794E-064 
  2.224617370E-035   1.409908686E-049   4.510000000E+001   4.672771375E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.303354533E-061   0.000000000E+000   0.000000000E+000   9.614644819E-059   2.997235074E-058   1.276389215E-070   4.306161122E-071   1.044921204E-059   3.705282043E-061   9.034521619E-059   2.237435826E-060   0.000000000E+000   0.000000000E+000   4.979294197E-263   2.707118165E-263   3.491031353E-066   2.642539837E-067   1.145900577E-083   2.156410582E-080   6.349500231E-080   0.000000000E+000   0.000000000E+000   2.643777065E-064 
  2.250203724E-035   1.426124698E-049   4.510000000E+001   4.726515212E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.398855490E-061   0.000000000E+000   0.000000000E+000   9.725227569E-059   3.031707746E-058   1.291069594E-070   4.355688395E-071   1.056939355E-059   3.747898311E-061   9.138432087E-059   2.263169674E-060   0.000000000E+000   0.000000000E+000   5.036563504E-263   2.738254060E-263   3.531183418E-066   2.672932985E-067   1.159080142E-083   2.181212519E-080   6.422528950E-080   0.000000000E+000   0.000000000E+000   2.674184442E-064 
  2.275790078E-035   1.442340710E-049   4.510000000E+001   4.780259049E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.494356446E-061   0.000000000E+000   0.000000000E+000   9.835810319E-059   3.066180418E-058   1.305749973E-070   4.405215668E-071   1.068957507E-059   3.790514579E-061   9.242342556E-059   2.288903522E-060   0.000000000E+000   0.000000000E+000   5.093832811E-263   2.769389955E-263   3.571335484E-066   2.703326133E-067   1.172259707E-083   2.206014455E-080   6.495557669E-080   0.000000000E+000   0.000000000E+000   2.704591820E-064 
  2.301376432E-035   1.458556723E-049   4.510000000E+001   4.834002887E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.589857403E-061   0.000000000E+000   0.000000000E+000   9.946393069E-059   3.100653090E-058   1.320430352E-070   4.454742941E-071   1.080975659E-059   3.833130846E-061   9.346253024E-059   2.314637369E-060   0.000000000E+000   0.000000000E+000   5.151102118E-263   2.800525850E-263   3.611487549E-066   2.733719281E-067   1.185439272E-083   2.230816392E-080   6.568586389E-080   0.000000000E+000   0.000000000E+000   2.734999198E-064 
  2.326962786E-035   1.474772735E-049   4.510000000E+001   4.887746724E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.685358359E-061   0.000000000E+000   0.000000000E+000   1.005697582E-058   3.135125762E-058   1.335110731E-070   4.504270214E-071   1.092993811E-059   3.875747114E-061   9.450163492E-059   2.340371217E-060   0.000000000E+000   0.000000000E+000   5.208371425E-263   2.831661745E-263   3.651639614E-066   2.764112428E-067   1.198618837E-083   2.255618329E-080   6.641615108E-080   0.000000000E+000   0.000000000E+000   2.765406576E-064 
  2.352549141E-035   1.490988748E-049   4.510000000E+001   4.941490562E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.780859316E-061   0.000000000E+000   0.000000000E+000   1.016755857E-058   3.169598434E-058   1.349791110E-070   4.553797487E-071   1.105011962E-059   3.918363382E-061   9.554073960E-059   2.366105065E-060   0.000000000E+000   0.000000000E+000   5.265640731E-263   2.862797639E-263   3.691791680E-066   2.794505576E-067   1.211798402E-083   2.280420265E-080   6.714643827E-080   0.000000000E+000   0.000000000E+000   2.795813954E-064 
  2.378135495E-035   1.507204760E-049   4.510000000E+001   4.995234399E-058   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   8.876360272E-061   0.000000000E+000   0.000000000E+000   1.027814132E-058   3.204071106E-058   1.364471489E-070   4.603324759E-071   1.117030114E-059   3.960979649E-061   9.657984428E-059   2.391838913E-060   0.000000000E+000   0.000000000E+000   5.322910038E-263   2.893933534E-263   3.731943745E-066   2.824898724E-067   1.224977967E-083   2.305222202E-080   6.787672546E-080   0.000000000E+000   0.000000000E+000   2.826221331E-064 
