    V   J   Energy(K)   log(N/g)
    3    14   3.009785E+004   2.820814E+001 
    4    11   3.013990E+004   2.793028E+001 
    1    19   3.015462E+004   2.729317E+001 
    2    17   3.079235E+004   2.747582E+001 
    6     0   3.094320E+004   2.758883E+001 
    5     8   3.099552E+004   2.755484E+001 
    6     1   3.106412E+004   2.750353E+001 
    6     2   3.130464E+004   2.737623E+001 
    4    12   3.146651E+004   2.748730E+001 
    6     3   3.166233E+004   2.715595E+001 
    3    15   3.169026E+004   2.742059E+001 
    0    22   3.190031E+004   2.656727E+001 
    5     9   3.201575E+004   2.706193E+001 
    6     4   3.213322E+004   2.700456E+001 
    1    20   3.213454E+004   2.701775E+001 
    2    18   3.260639E+004   2.713222E+001 
    6     5   3.271272E+004   2.678805E+001 
    4    13   3.285516E+004   2.681376E+001 
    5    10   3.311646E+004   2.672226E+001 
    3    16   3.332489E+004   2.713640E+001 
    6     6   3.339496E+004   2.630399E+001 
    0    23   3.403759E+004   2.568571E+001 
    1    21   3.412953E+004   2.645327E+001 
    6     7   3.417362E+004   2.613005E+001 
    5    11   3.428978E+004   2.646750E+001 
    4    14   3.429681E+004   2.676625E+001 
    2    19   3.444505E+004   2.650561E+001 
    7     0   3.494622E+004   2.689762E+001 
    3    17   3.499413E+004   2.663482E+001 
    6     8   3.504117E+004   2.594045E+001 
    7     1   3.505878E+004   2.581760E+001 
    7     2   3.528236E+004   2.574413E+001 
    5    12   3.552731E+004   2.620701E+001 
    7     3   3.561473E+004   2.557103E+001 
    4    15   3.578419E+004   2.638864E+001 
    6     9   3.599047E+004   2.580779E+001 
    7     4   3.605189E+004   2.551911E+001 
    1    22   3.613139E+004   2.557882E+001 
    0    24   3.617459E+004   2.518306E+001 
    2    20   3.629979E+004   2.575596E+001 
    7     5   3.658964E+004   2.535816E+001 
    3    18   3.668984E+004   2.589123E+001 
    5    13   3.682003E+004   2.585083E+001 
    6    10   3.701302E+004   2.557425E+001 
    7     6   3.722192E+004   2.519851E+001 
    4    16   3.730808E+004   2.579575E+001 
    7     7   3.794263E+004   2.509002E+001 
    6    11   3.810113E+004   2.540140E+001 
    1    23   3.813447E+004   2.505897E+001 
    5    14   3.815979E+004   2.563692E+001 
    2    21   3.816475E+004   2.528873E+001 
    0    25   3.830484E+004   2.475654E+001 
    3    19   3.840503E+004   2.522115E+001 
    8     0   3.860553E+004   2.480257E+001 
    8     1   3.870915E+004   2.493253E+001 
    7     8   3.874438E+004   2.471222E+001 
    4    17   3.886111E+004   2.542464E+001 
    8     2   3.891514E+004   2.474659E+001 
    8     3   3.922109E+004   2.449004E+001 
