          distance              timeN                 Tn          C(3P-J=0)          C(3P-J=1)          C(3P-J=2)          C(1D-J=2)          C(1S-J=0)        N(4S-J=3/2)        N(2D-J=5/2)        N(2D-J=3/2)        N(2P-J=1/2)        N(2P-J=3/2)          O(3P-J=2)          O(3P-J=1)          O(3P-J=0)          O(1D-J=2)          O(1S-J=0)          S(3P-J=2)          S(3P-J=1)          S(3P-J=0)          S(1D-J=2)          S(1S-J=0)         Si(3P-J=0)         Si(3P-J=1)         Si(3P-J=2)         Si(1D-J=2)         Si(1S-J=0)       C+(2P-J=1/2)       C+(2P-J=3/2)       C+(4P-J=1/2)       C+(4P-J=3/2)       C+(4P-J=5/2)         N+(3P-J=0)         N+(3P-J=1)         N+(3P-J=2)         N+(1D-J=2)         N+(1S-J=0)       O+(4S-J=3/2)       O+(2D-J=5/2)       O+(2D-J=3/2)       O+(2P-J=3/2)       O+(2P-J=1/2)       S+(4S-J=3/2)       S+(2D-J=3/2)       S+(2D-J=5/2)       S+(2P-J=1/2)       S+(2P-J=3/2)      Si+(2P-J=1/2)      Si+(2P-J=3/2)      Si+(4P-J=1/2)      Si+(4P-J=3/2)      Si+(4P-J=5/2) 
  5.482802215E+002   4.964096342E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614590E-269   1.728117251E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.161894120E-023   1.882373931E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021759E-207   6.420743831E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   2.055685801E-059   1.338586103E-058   3.829539873E-029 
  5.730274995E+002   5.188156718E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614590E-269   1.728117251E-269   3.684244994E-299   5.367933654E-289   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.161894120E-023   1.882373931E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   3.762771308E-023   1.344046031E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021759E-207   6.420743830E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   2.055685801E-059   1.338586103E-058   3.829539873E-029 
  5.977747776E+002   5.412217094E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614590E-269   1.728117251E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.161894120E-023   1.882373931E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   6.271285514E-023   2.240076718E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021759E-207   6.420743830E-207   2.363486590E-231   6.288649917E-226   9.999972750E-001   2.724952244E-006   2.055685801E-059   1.338586103E-058   3.829539873E-029 
  6.225220557E+002   5.636277470E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614590E-269   1.728117251E-269   1.473697998E-298   2.147173462E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.161894120E-023   1.882373931E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   1.219797666E-052   2.120166293E-051   2.450905517E-024   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021759E-207   6.420743830E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  6.472693338E+002   5.860337846E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614589E-269   1.728117251E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.161894120E-023   1.882373931E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021759E-207   6.420743830E-207   2.363486590E-231   6.288649917E-226   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  6.720166119E+002   6.084398222E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614589E-269   1.728117251E-269   3.684244994E-299   5.367933654E-289   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.161894120E-023   1.882373931E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743830E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  6.967638900E+002   6.308458598E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614589E-269   1.728117251E-269   1.473697998E-298   2.147173462E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   7.525542617E-023   2.688092062E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743830E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  7.215111681E+002   6.532518975E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614589E-269   1.728117251E-269   2.210546996E-298   3.220760192E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743830E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  7.462584462E+002   6.756579351E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614588E-269   1.728117251E-269   1.473697998E-298   2.147173462E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743830E-207   4.726973179E-231   1.257729983E-225   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  7.710057243E+002   6.980639727E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614588E-269   1.728117251E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   3.762771308E-023   1.344046031E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743829E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  8.099061802E+002   7.332842128E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614588E-269   1.728117251E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743829E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  8.488066360E+002   7.685044530E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614587E-269   1.728117251E-269   1.842122497E-298   2.683966827E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   7.525542617E-023   2.688092062E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743829E-207   2.363486590E-231   6.288649917E-226   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  8.877070919E+002   8.037246931E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614587E-269   1.728117251E-269   1.842122497E-298   2.683966827E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   2.006811365E-022   7.168245498E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743829E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  9.266075477E+002   8.389449332E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614587E-269   1.728117251E-269   1.842122497E-298   2.683966827E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.432130885E-023   2.117670672E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743829E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  9.655080036E+002   8.741651734E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614586E-269   1.728117250E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743828E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.004408459E+003   9.093854135E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614586E-269   1.728117250E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021758E-207   6.420743828E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.043308915E+003   9.446056537E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614585E-269   1.728117250E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   2.132237075E-022   7.616260842E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743828E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.082209371E+003   9.798258938E-012   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614585E-269   1.728117250E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   1.379682813E-022   4.928168780E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743828E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.121109827E+003   1.015046134E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614585E-269   1.728117250E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   7.525542617E-023   2.688092062E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743828E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.160010283E+003   1.050266374E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614584E-269   1.728117250E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743827E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.198910739E+003   1.085486614E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614584E-269   1.728117250E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   7.525542617E-023   2.688092062E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743827E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.237811195E+003   1.120706854E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614583E-269   1.728117250E-269   1.105273498E-298   1.610380096E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.702367650E-023   2.352967414E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   2.006811365E-022   7.168245498E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743827E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.276711651E+003   1.155927095E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614583E-269   1.728117250E-269   1.473697998E-298   2.147173462E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.972604416E-023   2.588264155E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743827E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.315612106E+003   1.191147335E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614583E-269   1.728117250E-269   3.684244994E-299   5.367933654E-289   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.972604416E-023   2.588264155E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021757E-207   6.420743826E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.354512562E+003   1.226367575E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614582E-269   1.728117250E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   0.000000000E+000   0.000000000E+000   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021756E-207   6.420743826E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.393413018E+003   1.261587815E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614582E-269   1.728117250E-269   1.473697998E-298   2.147173462E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.972604416E-023   2.588264155E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   0.000000000E+000   0.000000000E+000   0.000000000E+000   9.967495889E-001   3.208766809E-003   4.164433429E-005   3.762771308E-023   1.344046031E-025   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021756E-207   6.420743826E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   0.000000000E+000   0.000000000E+000   0.000000000E+000 
  1.437058854E+003   1.301104494E-011   4.575000000E+001   2.663589666E-001   4.597706350E-001   2.738703985E-001   0.000000000E+000   0.000000000E+000   1.000000000E+000   9.482614581E-269   1.728117250E-269   7.368489988E-299   1.073586731E-288   9.999615072E-001   2.968374430E-005   8.809008662E-006   2.972604416E-023   2.588264155E-025   9.999999990E-001   9.613243059E-010   9.362612553E-012   0.000000000E+000   0.000000000E+000   9.876186779E-001   1.233201312E-002   4.930899741E-005   0.000000000E+000   0.000000000E+000   8.779362995E-001   1.220637005E-001   1.219797666E-052   2.120166293E-051   2.450905517E-024   9.967495889E-001   3.208766809E-003   4.164433429E-005   0.000000000E+000   0.000000000E+000   1.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   0.000000000E+000   1.000000000E+000   3.439021756E-207   6.420743826E-207   0.000000000E+000   0.000000000E+000   9.999972750E-001   2.724952244E-006   2.055685801E-059   1.338586103E-058   3.829539873E-029 
